Camada_Superior,Camada_Inferior,Vel_proc,Vel_Aplicador,Diametro_Aplicador,Vel_Alimentador,Visc_seg,Temp,Pressao_Aplicador,Pressao_Alimentador,Segmento_Prod_CC,Segmento_Prod_LB
4.76,4.6,80,77.5,213.0,6.4,22.5,24.2,92.0,1748.0,1.0,0.0
4.76,4.6,80,77.5,213.0,6.4,22.5,24.2,92.0,1748.0,1.0,0.0
4.76,4.6,80,77.5,213.0,6.4,22.4,24.3,86.5,1747.5,1.0,0.0
4.76,4.6,80,77.5,213.0,6.4,22.4,24.3,86.5,1747.5,1.0,0.0
4.62,4.8,80,77.5,213.0,6.4,23.4,23.2,55.0,1596.0,1.0,0.0
4.76,4.385,80,78.5,213.0,7.0,20.7,25.5,72.5,1303.0,1.0,0.0
4.76,4.385,80,78.5,213.0,7.0,20.7,25.5,72.5,1303.0,1.0,0.0
4.66,4.265,80,78.5,213.0,7.0,20.5,25.4,70.5,1296.5,1.0,0.0
4.66,4.265,80,78.5,213.0,7.0,20.5,25.4,70.5,1296.5,1.0,0.0
4.83,4.2,80,78.5,213.0,7.0,21.5,24.0,71.5,1295.0,1.0,0.0
4.83,4.2,80,78.5,213.0,7.0,21.5,24.0,71.5,1295.0,1.0,0.0
4.89,4.43,80,78.5,213.0,7.0,21.5,24.5,125.5,1310.5,1.0,0.0
4.89,4.43,80,78.5,213.0,7.0,21.5,24.5,125.5,1310.5,1.0,0.0
4.8,4.57,80,78.5,213.0,8.3,21.5,25.1,231.0,1446.0,1.0,0.0
4.8,4.57,80,78.5,213.0,8.3,21.5,25.1,231.0,1446.0,1.0,0.0
4.98,4.47,80,78.5,213.0,6.4,21.7,25.1,113.0,1328.0,1.0,0.0
4.98,4.47,80,78.5,213.0,6.4,21.7,25.1,113.0,1328.0,1.0,0.0
4.98,4.47,80,78.5,213.0,6.4,21.7,25.1,113.0,1328.0,1.0,0.0
4.92,4.44,80,80.2,213.0,7.7,22.7,24.0,112.5,1323.0,1.0,0.0
4.92,4.44,80,80.2,213.0,7.7,22.7,24.0,112.5,1323.0,1.0,0.0
4.78,4.2,70,71.8,213.0,8.0,21.1,24.6,135.0,1201.0,1.0,0.0
4.11,9.485,70,68.3,213.0,6.7,20.5,24.7,187.0,1371.0,1.0,0.0
4.11,9.485,70,68.3,213.0,6.7,20.5,24.7,187.0,1371.0,1.0,0.0
4.11,9.485,70,68.3,213.0,6.7,20.5,24.8,176.5,1368.0,1.0,0.0
4.11,9.485,70,68.3,213.0,6.7,20.5,24.8,176.5,1368.0,1.0,0.0
4.48,9.945,80,78.7,213.0,7.5,20.5,24.3,153.5,1363.0,1.0,0.0
4.48,9.945,80,78.7,213.0,7.5,20.5,24.3,153.5,1363.0,1.0,0.0
4.43,10.62,80,78.7,213.0,7.5,20.2,24.4,144.0,1360.5,1.0,0.0
4.43,10.62,80,78.7,213.0,7.5,20.2,24.4,144.0,1360.5,1.0,0.0
4.43,10.62,80,78.7,213.0,7.5,20.2,24.4,144.0,1360.5,1.0,0.0
4.2,11.645,80,76.7,213.0,7.5,20.4,24.4,209.5,1432.5,1.0,0.0
4.2,11.645,80,76.7,213.0,7.5,20.4,24.4,209.5,1432.5,1.0,0.0
4.17,13.29,80,76.7,213.0,7.5,20.2,25.1,228.0,1438.5,1.0,0.0
4.17,13.29,80,76.7,213.0,7.5,20.2,25.1,228.0,1438.5,1.0,0.0
4.1,4.215,80,76.7,213.0,7.5,20.3,24.2,205.5,1418.5,1.0,0.0
4.26,4.02,80,75.7,213.0,7.5,25.1,10.3,224.5,1639.0,1.0,0.0
4.54,4.365,85,80.2,213.0,8.2,22.2,25.5,112.0,1508.5,1.0,0.0
4.54,4.365,85,80.2,213.0,8.2,22.2,25.5,112.0,1508.5,1.0,0.0
4.43,4.47,85,80.2,213.0,8.2,21.6,26.8,107.0,1503.5,1.0,0.0
4.43,4.47,85,80.2,213.0,8.2,21.6,26.8,107.0,1503.5,1.0,0.0
4.43,4.47,85,80.2,213.0,8.2,21.8,26.4,103.0,1505.5,1.0,0.0
4.43,4.47,85,80.2,213.0,8.2,21.8,26.4,103.0,1505.5,1.0,0.0
4.43,4.47,85,80.2,213.0,8.2,21.6,26.6,105.5,1511.5,1.0,0.0
4.43,4.47,85,80.2,213.0,8.2,21.6,26.6,105.5,1511.5,1.0,0.0
4.54,4.325,80,80.2,213.0,8.2,20.8,27.3,109.5,1506.5,1.0,0.0
4.54,4.325,80,80.2,213.0,8.2,20.8,27.3,109.5,1506.5,1.0,0.0
4.54,4.325,85,80.2,213.0,8.2,21.4,26.8,101.0,1500.5,1.0,0.0
4.54,4.325,85,80.2,213.0,8.2,21.4,26.8,101.0,1500.5,1.0,0.0
4.2,4.125,80,78.5,213.0,7.5,20.8,27.1,231.5,1713.5,1.0,0.0
4.22,3.87,80,78.5,213.0,7.5,21.5,26.3,221.5,1703.5,1.0,0.0
4.22,3.87,80,78.5,213.0,7.5,21.5,26.3,221.5,1703.5,1.0,0.0
4.22,3.87,80,78.5,213.0,7.5,21.5,26.3,221.5,1703.5,1.0,0.0
4.31,4.055,80,78.5,213.0,7.5,21.6,25.3,219.0,1691.5,1.0,0.0
4.31,4.055,80,78.5,213.0,7.5,21.6,25.3,219.0,1691.5,1.0,0.0
4.19,4.105,80,78.5,213.0,7.5,21.8,25.9,215.0,1688.5,1.0,0.0
4.71,0.0,70,78.5,213.0,7.5,23.7,24.7,179.0,1576.0,1.0,0.0
4.71,0.0,70,78.5,213.0,7.5,23.7,24.7,179.0,1576.0,1.0,0.0
4.52,4.755,50,60.4,216.0,8.8,23.7,27.7,119.5,1501.0,0.0,1.0
4.77,4.61,80,75.4,216.0,7.7,24.0,26.6,107.0,1722.0,0.0,1.0
4.57,0.0,80,75.4,216.0,7.7,23.3,27.3,215.0,1765.5,0.0,1.0
4.45,0.0,80,75.4,216.0,7.7,22.1,27.5,201.0,1749.0,0.0,1.0
4.45,0.0,80,75.4,216.0,7.7,22.5,27.4,206.5,1752.0,0.0,1.0
4.66,4.36,80,75.4,216.0,7.7,20.9,28.6,156.5,1708.0,0.0,1.0
4.3,4.215,80,80.6,208.7,8.7,23.8,27.8,235.0,1832.5,0.0,1.0
4.25,4.31,80,80.6,208.7,8.7,24.2,27.6,214.5,1818.0,0.0,1.0
4.4,4.28,80,80.6,208.7,8.7,24.1,27.9,179.0,1698.0,0.0,1.0
4.43,4.56,80,80.6,208.7,8.7,24.5,27.3,160.5,1686.5,0.0,1.0
4.39,4.63,80,80.6,208.7,8.7,25.2,26.8,142.0,1677.5,0.0,1.0
4.39,4.63,80,80.6,208.7,8.7,25.2,26.8,142.0,1677.5,0.0,1.0
4.62,0.0,80,80.6,208.7,9.1,27.1,25.8,159.5,1653.5,0.0,1.0
4.6,0.0,80,80.6,208.7,9.1,27.2,25.5,153.0,1655.0,0.0,1.0
4.69,0.0,80,80.6,208.7,9.1,26.8,25.5,209.5,1560.5,0.0,1.0
4.67,0.0,80,82.6,208.7,9.1,26.8,25.4,215.5,1570.5,0.0,1.0
4.87,0.0,80,85.7,208.7,9.1,26.9,25.3,183.0,1482.5,0.0,1.0
4.81,0.0,80,85.7,208.7,9.1,26.5,25.7,159.5,1472.0,0.0,1.0
4.69,0.0,80,85.7,208.7,9.1,25.8,26.1,333.5,1534.5,0.0,1.0
4.4,4.515,80,85.7,208.7,9.1,23.5,27.8,274.5,1509.5,0.0,1.0
4.45,4.52,80,85.7,208.7,9.1,23.5,27.4,378.5,1558.0,0.0,1.0
4.45,4.52,80,85.7,208.7,9.1,23.5,27.4,378.5,1558.0,0.0,1.0
4.58,4.82,80,85.7,208.7,9.1,26.4,25.4,188.0,1283.5,0.0,1.0
4.58,4.82,80,85.7,208.7,9.1,26.4,25.4,188.0,1283.5,0.0,1.0
4.77,4.68,80,81.0,209.0,8.6,25.0,27.9,144.0,1824.0,0.0,1.0
4.65,4.785,80,81.0,209.0,8.6,26.0,28.1,124.0,1755.0,0.0,1.0
4.4,4.445,80,81.0,209.0,8.6,24.5,27.2,120.5,1744.0,0.0,1.0
4.68,4.65,80,81.0,209.0,8.6,24.4,26.6,109.5,1733.0,0.0,1.0
4.46,4.445,80,81.0,209.0,8.6,25.1,26.4,110.5,1733.5,0.0,1.0
4.65,4.595,80,83.0,209.0,10.7,24.9,28.1,137.0,1578.5,0.0,1.0
4.72,4.425,80,83.0,209.0,10.7,24.5,27.1,138.0,1564.0,0.0,1.0
4.78,4.555,80,83.0,209.0,10.7,24.8,27.2,155.5,1563.5,0.0,1.0
4.73,4.565,80,83.0,209.0,10.7,25.1,27.4,122.5,1548.0,0.0,1.0
4.88,4.89,80,84.7,209.0,11.3,26.2,25.6,149.0,1541.5,0.0,1.0
4.61,5.15,80,84.7,209.0,11.3,26.7,25.3,148.0,1545.0,0.0,1.0
4.81,0.0,80,84.7,209.0,11.3,26.5,25.3,142.0,1359.0,0.0,1.0
4.81,0.0,80,84.7,209.0,11.3,26.7,25.3,139.0,1357.0,0.0,1.0
4.84,0.0,80,84.7,209.0,11.3,25.9,24.9,158.0,1354.5,0.0,1.0
4.84,0.0,80,84.7,209.0,11.3,26.0,25.0,158.0,1362.5,0.0,1.0
4.7,0.0,80,84.7,209.0,11.3,25.6,24.7,130.5,1342.5,0.0,1.0
4.78,0.0,80,84.7,209.0,11.3,25.2,24.9,117.5,1331.5,0.0,1.0
4.56,0.0,80,84.7,209.0,11.3,23.7,25.2,90.0,1257.5,0.0,1.0
4.54,0.0,80,84.7,209.0,11.3,23.6,25.5,84.0,1250.5,0.0,1.0
4.54,0.0,80,84.7,209.0,11.3,23.6,25.5,90.0,1263.0,0.0,1.0
4.62,0.0,80,84.7,209.0,11.3,22.5,26.3,80.5,1232.5,0.0,1.0
4.39,0.0,80,84.7,209.0,11.3,21.8,26.9,105.0,1357.0,0.0,1.0
4.36,0.0,80,83.0,209.0,10.2,21.8,18.4,88.0,1326.0,0.0,1.0
4.51,0.0,80,83.0,209.0,10.2,21.9,17.5,75.5,1309.5,0.0,1.0
4.34,0.0,80,83.0,209.0,10.2,22.0,18.8,65.0,1284.0,0.0,1.0
4.29,4.995,80,83.0,209.0,10.2,21.5,18.8,169.5,1309.0,0.0,1.0
4.29,4.995,80,83.0,209.0,10.2,21.5,18.8,169.5,1309.0,0.0,1.0
3.84,3.97,80,82.1,209.0,8.6,21.8,19.5,59.5,1516.0,0.0,1.0
3.84,3.97,80,82.1,209.0,8.6,21.8,19.5,59.5,1516.0,0.0,1.0
3.84,3.97,80,82.1,209.0,8.6,21.8,19.5,59.5,1516.0,0.0,1.0
4.4,4.14,80,81.3,214.1,8.0,20.3,25.5,107.5,1299.0,0.0,1.0
4.46,4.2,80,81.3,214.1,8.0,20.6,30.2,93.0,1287.0,0.0,1.0
4.84,4.69,85,86.8,214.1,8.0,20.9,43.7,225.0,1328.5,0.0,1.0
4.71,4.585,85,86.8,214.1,8.0,21.0,57.5,218.0,1320.5,0.0,1.0
4.35,4.64,80,81.2,214.1,8.0,20.9,39.1,206.5,1308.0,0.0,1.0
4.74,4.46,80,81.2,214.1,8.0,20.7,24.6,200.5,1291.5,0.0,1.0
4.23,4.27,80,81.2,214.1,8.0,20.3,34.1,195.0,1285.0,0.0,1.0
4.23,4.27,80,81.2,214.1,8.0,20.3,34.1,195.0,1285.0,0.0,1.0
4.38,4.435,80,81.2,214.1,8.0,21.0,31.8,198.0,1270.0,0.0,1.0
4.24,4.235,80,81.2,214.1,8.0,20.9,35.4,262.5,1503.5,0.0,1.0
4.46,4.56,80,81.2,214.1,8.0,21.4,36.0,227.0,1467.5,0.0,1.0
4.46,4.56,80,81.2,214.1,8.0,21.4,36.0,227.0,1467.5,0.0,1.0
4.31,0.0,80,81.2,214.1,8.0,21.4,33.6,233.0,1458.0,0.0,1.0
4.93,0.0,80,81.2,214.1,8.0,21.1,27.0,270.0,1204.0,0.0,1.0
4.46,4.67,80,81.2,214.1,8.0,21.4,26.0,229.5,1178.0,0.0,1.0
4.73,4.655,78,77.3,214.0,8.9,21.2,25.9,352.0,1087.5,0.0,1.0
4.73,4.655,78,77.3,214.0,8.9,21.2,25.9,352.0,1087.5,0.0,1.0
4.41,4.575,75,74.7,214.0,8.9,21.1,25.8,450.5,1118.0,0.0,1.0
4.81,4.555,75,74.8,214.0,8.9,24.2,22.7,258.5,1139.0,0.0,1.0
4.81,4.555,75,74.8,214.0,8.9,24.2,22.7,258.5,1139.0,0.0,1.0
4.58,4.08,40,51.8,218.0,6.9,20.7,29.9,217.5,1415.5,1.0,0.0
4.58,4.08,40,51.8,218.0,6.9,20.7,29.9,217.5,1415.5,1.0,0.0
4.66,4.065,55,65.9,218.0,6.9,20.4,29.4,241.0,1429.5,1.0,0.0
4.66,4.065,55,65.9,218.0,6.9,20.4,29.4,241.0,1429.5,1.0,0.0
4.66,4.065,55,65.9,218.0,6.9,20.4,29.4,241.0,1429.5,1.0,0.0
4.66,4.065,55,65.9,218.0,6.9,20.4,29.4,241.0,1429.5,1.0,0.0
4.88,4.29,55,65.9,218.0,6.9,20.5,29.5,236.0,1419.0,1.0,0.0
4.88,4.29,55,65.9,218.0,6.9,20.5,29.5,236.0,1419.0,1.0,0.0
4.4,4.28,80,80.7,218.0,7.6,19.5,29.0,161.5,1398.0,1.0,0.0
4.26,4.57,80,78.1,218.0,7.6,19.3,29.9,141.0,1599.0,1.0,0.0
4.56,4.53,80,78.1,218.0,7.6,19.6,29.1,136.5,1593.5,1.0,0.0
4.56,4.53,80,78.1,218.0,7.6,19.6,29.1,136.5,1593.5,1.0,0.0
4.46,4.6,80,78.1,218.0,7.6,20.0,28.4,124.5,1581.5,1.0,0.0
4.45,4.775,80,78.1,218.0,7.6,19.0,29.9,128.0,1582.0,1.0,0.0
4.45,4.775,80,78.1,218.0,7.6,19.0,29.9,128.0,1582.0,1.0,0.0
4.38,4.27,80,78.3,218.0,7.9,18.3,29.6,121.5,1577.5,1.0,0.0
4.38,4.27,80,78.3,218.0,7.9,18.3,29.6,121.5,1577.5,1.0,0.0
4.4,4.14,80,78.3,218.0,7.9,18.5,29.6,118.0,1571.0,1.0,0.0
4.4,4.14,80,78.3,218.0,7.9,18.5,29.6,118.0,1571.0,1.0,0.0
4.43,4.225,80,78.3,218.0,7.9,18.5,28.7,116.5,1571.0,1.0,0.0
4.43,4.225,80,78.3,218.0,7.9,18.5,28.7,116.5,1571.0,1.0,0.0
4.62,4.02,80,78.3,218.0,7.9,18.9,28.7,112.0,1565.0,0.0,1.0
4.62,4.02,80,78.3,218.0,7.9,18.9,28.7,112.0,1565.0,0.0,1.0
4.43,4.39,80,77.3,218.0,7.5,18.7,27.2,202.5,1571.0,1.0,0.0
4.34,4.175,80,77.3,218.0,7.5,18.4,28.0,190.5,1556.5,1.0,0.0
4.19,4.06,80,77.2,218.0,7.5,19.0,27.7,184.0,1554.0,1.0,0.0
4.32,3.865,80,77.2,218.0,7.5,19.7,28.3,174.5,1540.0,1.0,0.0
4.53,4.245,80,77.3,218.0,7.5,20.8,27.4,152.0,1516.5,1.0,0.0
4.53,4.245,80,77.3,218.0,7.5,20.8,27.4,152.0,1516.5,1.0,0.0
4.53,4.245,80,77.2,218.0,7.5,20.6,27.3,187.0,1536.5,1.0,0.0
4.53,4.245,80,77.2,218.0,7.5,20.6,27.3,187.0,1536.5,1.0,0.0
4.78,3.95,80,77.3,218.0,7.5,22.2,25.9,158.5,1510.0,1.0,0.0
4.78,3.95,80,77.3,218.0,7.5,22.2,25.9,158.5,1510.0,1.0,0.0
4.46,9.49,80,77.2,218.0,7.5,23.0,25.5,154.0,1495.5,1.0,0.0
4.46,9.49,80,77.2,218.0,7.5,23.0,25.5,154.0,1495.5,1.0,0.0
4.43,9.015,80,77.7,218.0,7.5,22.0,26.1,155.5,1508.5,1.0,0.0
4.16,9.12,80,77.7,218.0,7.5,23.0,24.1,164.5,1701.0,1.0,0.0
4.16,9.12,80,77.7,218.0,7.5,23.0,24.1,164.5,1701.0,1.0,0.0
4.21,8.635,70,67.9,218.0,6.6,25.1,21.9,206.5,1699.5,1.0,0.0
4.21,8.635,70,67.9,218.0,6.6,25.1,21.9,206.5,1699.5,1.0,0.0
4.14,4.44,85,80.4,209.7,7.8,22.5,28.0,63.0,1510.5,0.0,1.0
4.14,4.44,85,80.4,209.7,7.8,22.5,28.0,63.0,1510.5,0.0,1.0
4.25,4.595,82,80.4,209.7,7.8,23.2,25.9,183.5,1551.5,0.0,1.0
4.04,0.0,82,80.4,209.7,7.8,22.5,27.0,291.5,1595.0,0.0,1.0
4.5,4.405,80,85.7,209.7,10.5,21.3,28.3,227.0,1449.5,0.0,1.0
4.18,4.475,80,85.7,209.7,10.5,21.7,28.4,213.0,1446.0,0.0,1.0
4.27,0.0,80,85.7,209.7,10.5,21.3,27.6,212.0,1442.5,0.0,1.0
3.68,4.375,80,81.4,209.7,10.5,21.7,26.6,302.5,1789.5,0.0,1.0
4.25,4.225,80,81.4,209.7,10.5,22.6,26.7,311.0,1744.5,0.0,1.0
4.25,4.225,80,81.4,209.7,10.5,22.6,26.7,311.0,1744.5,0.0,1.0
4.43,4.515,85,78.8,216.0,10.0,21.7,27.4,206.5,1823.5,0.0,1.0
4.41,4.49,85,78.8,216.0,10.0,21.7,28.1,205.0,1821.5,0.0,1.0
4.49,4.475,85,78.8,216.0,10.0,22.1,27.3,195.5,1803.5,0.0,1.0
4.44,4.6,85,78.8,216.0,10.0,23.2,29.2,200.0,1817.5,0.0,1.0
4.39,4.43,82,78.8,216.0,10.0,22.4,28.6,191.0,1805.5,0.0,1.0
4.63,4.61,82,78.8,216.0,10.0,23.5,28.6,190.0,1793.5,0.0,1.0
4.98,4.76,82,78.8,216.0,10.0,23.7,28.1,168.0,1773.5,0.0,1.0
4.42,4.465,82,78.8,216.0,10.0,23.4,28.0,165.5,1764.5,0.0,1.0
4.62,4.49,82,78.8,216.0,10.0,23.4,29.1,166.0,1764.5,0.0,1.0
4.52,4.55,82,78.8,216.0,10.0,23.5,27.9,166.0,1750.5,0.0,1.0
4.77,4.66,82,82.5,216.0,11.1,26.0,26.9,139.0,1734.5,0.0,1.0
4.77,4.66,82,82.5,216.0,11.1,26.0,26.9,139.0,1734.5,0.0,1.0
4.73,0.0,82,82.5,216.0,11.1,25.2,26.2,156.5,1728.0,0.0,1.0
4.53,0.0,82,82.5,216.0,11.1,23.9,26.1,288.5,1757.0,0.0,1.0
4.41,0.0,82,82.5,216.0,11.1,23.8,25.9,282.0,1741.5,0.0,1.0
4.41,0.0,82,82.5,216.0,11.1,24.0,26.1,281.0,1752.5,0.0,1.0
4.41,4.41,80,85.7,216.0,11.1,21.8,26.6,142.0,1467.0,0.0,1.0
4.41,4.41,80,85.7,216.0,11.1,21.7,27.8,148.0,1474.5,0.0,1.0
4.41,4.41,80,85.7,216.0,11.1,21.9,27.0,149.0,1482.0,0.0,1.0
4.4,4.125,80,79.6,216.0,9.3,23.0,24.7,236.0,1719.0,0.0,1.0
4.08,3.695,80,79.6,216.0,9.3,23.4,24.6,210.5,1686.0,0.0,1.0
4.08,3.695,80,79.6,216.0,9.3,23.4,24.6,210.5,1686.0,0.0,1.0
4.08,3.695,80,79.6,216.0,9.3,23.4,24.6,210.5,1686.0,0.0,1.0
4.39,4.54,80,80.6,216.0,10.3,23.7,26.7,185.0,1583.0,0.0,1.0
4.53,0.0,80,80.6,216.0,10.3,24.0,26.6,146.0,1532.5,0.0,1.0
4.53,0.0,80,80.6,216.0,10.3,24.0,26.6,146.0,1532.5,0.0,1.0
4.6,4.565,85,85.2,222.0,10.5,22.2,28.4,74.0,1770.5,0.0,1.0
4.6,4.565,85,85.2,222.0,10.5,22.2,28.4,74.0,1770.5,0.0,1.0
4.62,4.425,85,85.2,222.0,10.5,22.1,28.7,61.0,1764.5,0.0,1.0
4.56,4.515,85,85.2,222.0,10.5,22.9,27.6,51.0,1745.0,0.0,1.0
4.88,4.78,85,85.2,222.0,10.5,23.4,26.9,99.0,1736.5,0.0,1.0
4.42,4.5,85,85.2,222.0,10.5,23.5,27.3,94.0,1724.0,0.0,1.0
4.42,4.5,85,85.2,222.0,10.5,23.6,27.0,97.0,1725.0,0.0,1.0
4.68,4.53,85,85.2,222.0,10.5,23.8,27.1,89.0,1716.5,0.0,1.0
4.68,4.53,85,85.2,222.0,10.5,23.5,27.8,91.5,1717.0,0.0,1.0
4.47,4.36,80,80.3,222.0,9.5,23.9,26.7,90.0,1698.5,0.0,1.0
4.26,4.61,80,79.4,222.0,8.4,24.2,27.1,93.0,1767.0,0.0,1.0
4.36,4.43,80,79.4,222.0,8.4,24.6,26.4,83.0,1745.5,0.0,1.0
4.34,4.49,80,79.4,222.0,8.4,25.2,26.0,263.5,1799.0,0.0,1.0
4.4,4.45,80,79.4,222.0,8.5,25.0,25.5,262.0,1779.5,0.0,1.0
4.54,4.525,80,79.4,222.0,8.5,24.7,26.4,246.0,1765.5,0.0,1.0
4.35,4.47,80,79.4,222.0,8.4,24.4,26.3,210.5,1720.0,0.0,1.0
4.35,4.47,80,79.4,222.0,8.4,24.4,26.3,210.5,1720.0,0.0,1.0
4.04,4.135,80,77.4,222.0,7.8,26.0,23.9,318.0,1684.5,0.0,1.0
4.58,4.52,82,76.4,209.9,7.4,27.1,24.9,159.5,1774.5,0.0,1.0
4.71,4.505,82,76.4,209.9,7.4,26.6,25.4,106.5,1747.0,0.0,1.0
4.8,5.035,80,77.8,209.9,7.8,26.2,16.0,216.0,1374.5,0.0,1.0
4.76,4.845,80,80.7,209.9,7.8,25.8,17.6,182.0,1336.0,0.0,1.0
4.93,5.05,80,80.7,209.9,7.8,24.9,18.2,183.5,1332.0,0.0,1.0
4.61,4.89,80,80.7,209.9,7.8,24.2,18.4,167.0,1310.5,0.0,1.0
4.06,4.36,80,78.5,209.9,7.8,24.0,16.0,282.0,1509.5,0.0,1.0
4.06,4.36,80,78.5,209.9,7.8,24.0,16.0,282.0,1509.5,0.0,1.0
4.69,4.47,50,68.7,209.9,6.7,22.0,20.5,174.0,1164.5,1.0,0.0
4.69,4.47,50,68.7,209.9,6.7,22.0,20.5,174.0,1164.5,1.0,0.0
4.85,4.365,50,68.7,209.9,6.7,20.1,20.5,151.0,1149.0,1.0,0.0
4.85,4.365,50,68.7,209.9,6.7,20.1,20.5,151.0,1149.0,1.0,0.0
4.49,4.085,60,75.6,209.9,6.7,19.1,20.3,76.0,1120.0,1.0,0.0
4.58,3.895,55,75.6,209.9,6.7,18.9,19.8,139.5,1140.5,1.0,0.0
4.58,3.895,55,75.6,209.9,6.7,18.9,19.8,139.5,1140.5,1.0,0.0
4.28,4.07,50,58.5,218.0,6.8,21.4,27.1,304.0,1638.0,1.0,0.0
4.28,4.07,50,58.5,218.0,6.8,21.4,27.1,304.0,1638.0,1.0,0.0
4.28,4.07,50,58.5,218.0,6.8,21.4,27.1,304.0,1638.0,1.0,0.0
4.28,4.07,50,58.5,218.0,6.8,21.4,27.1,304.0,1638.0,1.0,0.0
3.94,3.575,70,77.5,209.9,7.3,19.7,19.3,170.5,1560.5,1.0,0.0
3.94,3.575,70,77.5,209.9,7.3,19.7,19.3,170.5,1560.5,1.0,0.0
4.64,4.245,75,78.8,218.0,7.3,18.0,21.8,167.0,1272.5,1.0,0.0
4.15,4.045,70,74.9,218.0,7.3,17.8,21.2,198.0,1472.5,1.0,0.0
4.15,4.045,70,74.9,218.0,7.3,17.8,21.2,198.0,1472.5,1.0,0.0
4.14,4.31,80,80.6,218.0,7.3,18.2,20.5,162.5,1460.5,1.0,0.0
4.39,4.29,70,75.4,218.0,7.3,18.3,21.6,182.0,1455.0,1.0,0.0
4.39,4.29,70,75.4,218.0,7.3,18.3,21.6,182.0,1455.0,1.0,0.0
4.35,4.26,80,79.2,218.0,7.3,18.5,28.6,166.5,1449.5,1.0,0.0
4.41,4.49,80,83.1,218.0,8.2,18.4,28.7,145.0,1439.5,1.0,0.0
4.4,4.44,85,83.1,218.0,8.2,18.3,29.0,160.0,1444.5,1.0,0.0
4.27,4.45,85,83.1,218.0,8.2,18.4,28.1,160.5,1437.0,1.0,0.0
4.42,4.38,85,83.1,218.0,8.2,18.7,27.9,144.0,1431.0,1.0,0.0
4.56,4.54,85,83.1,218.0,8.2,18.8,28.5,141.0,1423.0,1.0,0.0
4.54,4.435,85,83.1,218.0,8.2,18.4,29.5,139.5,1423.0,1.0,0.0
4.66,4.395,85,83.1,218.0,8.2,18.4,29.5,115.0,1327.0,1.0,0.0
4.08,4.585,80,79.3,218.0,8.2,18.4,29.8,119.0,1744.0,1.0,0.0
4.08,4.585,80,79.3,218.0,8.2,18.4,29.8,119.0,1744.0,1.0,0.0
4.08,4.585,80,79.3,218.0,8.2,18.4,29.8,119.0,1744.0,1.0,0.0
4.17,4.215,80,79.3,218.0,8.2,18.7,28.7,118.0,1738.0,1.0,0.0
4.17,4.215,80,79.3,218.0,8.2,18.7,28.7,118.0,1738.0,1.0,0.0
4.17,4.215,80,79.3,218.0,8.2,18.7,28.7,118.0,1738.0,1.0,0.0
4.17,4.215,80,79.3,218.0,8.2,18.7,28.7,118.0,1738.0,1.0,0.0
4.17,4.215,80,79.3,218.0,8.2,18.7,28.7,118.0,1738.0,1.0,0.0
4.3,4.36,80,79.3,218.0,8.2,18.8,28.4,98.5,1722.5,1.0,0.0
4.17,4.21,80,77.9,218.0,7.4,18.4,28.9,119.5,1732.0,1.0,0.0
4.17,4.21,80,77.9,218.0,7.4,18.4,28.9,119.5,1732.0,1.0,0.0
4.13,4.26,80,77.9,218.0,7.4,18.7,28.6,93.5,1717.0,1.0,0.0
4.13,4.26,80,77.9,218.0,7.4,18.7,28.6,93.5,1717.0,1.0,0.0
4.13,4.26,80,77.9,218.0,7.4,18.7,28.6,93.5,1717.0,1.0,0.0
4.31,4.61,80,77.9,218.0,7.4,19.3,28.8,92.5,1725.0,1.0,0.0
4.31,4.61,80,77.9,218.0,7.4,19.3,28.8,92.5,1725.0,1.0,0.0
4.31,4.61,80,77.9,218.0,7.4,19.3,28.8,92.5,1725.0,1.0,0.0
4.39,4.39,80,77.9,218.0,7.4,18.5,29.9,90.5,1710.5,1.0,0.0
4.39,4.39,80,77.9,218.0,7.4,18.5,29.9,90.5,1710.5,1.0,0.0
4.39,4.39,80,77.9,218.0,7.4,18.5,29.9,90.5,1710.5,1.0,0.0
4.34,4.19,80,77.9,218.0,7.4,18.6,29.3,93.5,1711.0,1.0,0.0
4.34,4.19,80,77.9,218.0,7.4,18.6,29.3,93.5,1711.0,1.0,0.0
4.34,4.19,80,77.9,218.0,7.4,18.6,29.3,93.5,1711.0,1.0,0.0
4.34,4.19,80,77.9,218.0,7.4,18.6,29.3,93.5,1711.0,1.0,0.0
4.34,4.19,80,77.9,218.0,7.4,18.6,29.3,93.5,1711.0,1.0,0.0
4.47,4.37,80,77.9,218.0,7.4,19.2,29.1,91.0,1704.5,1.0,0.0
4.47,4.37,80,77.9,218.0,7.4,19.2,29.1,91.0,1704.5,1.0,0.0
4.47,4.37,80,77.9,218.0,7.4,19.2,29.1,91.0,1704.5,1.0,0.0
4.47,4.37,80,77.9,218.0,7.4,19.2,29.1,91.0,1704.5,1.0,0.0
4.77,11.65,80,77.9,218.0,7.4,21.5,28.0,93.0,1694.0,1.0,0.0
4.77,11.65,80,77.9,218.0,7.4,21.5,28.0,93.0,1694.0,1.0,0.0
4.77,11.65,80,77.9,218.0,7.4,21.5,28.0,93.0,1694.0,1.0,0.0
4.77,11.65,80,78.5,213.0,7.5,22.5,24.7,226.0,1688.5,1.0,0.0
4.77,11.65,80,78.5,213.0,7.5,22.5,24.7,226.0,1688.5,1.0,0.0
4.77,11.65,80,78.5,213.0,7.5,22.5,24.7,226.0,1688.5,1.0,0.0
