Camada_Superior,Camada_Inferior,Vel_proc,Vel_Aplicador,Diametro_Aplicador,Vel_Alimentador,Visc_seg,Temp,Pressao_Aplicador,Pressao_Alimentador,Segmento_Prod_CC,Segmento_Prod_LB
4.73,4.525,70,77.5,218.0,7.4,19.7,29.5,238.0,1759.5,1.0,0.0
4.92,4.675,80,77.5,218.0,7.4,19.8,30.0,202.0,1746.0,1.0,0.0
4.92,4.675,80,77.5,218.0,7.4,19.8,30.0,202.0,1746.0,1.0,0.0
4.44,9.245,80,77.5,218.0,7.4,20.1,28.6,203.0,1728.0,1.0,0.0
4.44,9.245,80,77.5,218.0,7.4,20.1,28.6,203.0,1728.0,1.0,0.0
4.44,9.245,80,77.5,218.0,7.4,20.1,28.6,203.0,1728.0,1.0,0.0
4.42,9.685,80,77.3,218.0,7.4,19.3,29.5,197.0,1719.5,1.0,0.0
4.42,9.685,80,77.3,218.0,7.4,19.3,29.5,197.0,1719.5,1.0,0.0
4.42,9.685,80,77.3,218.0,7.4,19.3,29.5,197.0,1719.5,1.0,0.0
4.52,4.475,85,80.9,218.0,7.4,19.4,29.1,213.5,1726.0,1.0,0.0
4.52,4.475,85,80.9,218.0,7.4,19.4,29.1,213.5,1726.0,1.0,0.0
4.68,4.435,85,80.9,218.0,7.4,18.6,29.1,287.5,1746.5,1.0,0.0
4.68,4.435,85,80.9,218.0,7.4,18.6,29.1,287.5,1746.5,1.0,0.0
4.19,4.535,85,80.9,218.0,7.4,18.3,29.0,286.0,1742.0,1.0,0.0
4.19,4.535,85,80.9,218.0,7.4,18.3,29.0,286.0,1742.0,1.0,0.0
4.4,4.42,85,80.9,218.0,7.5,19.4,28.7,281.0,1741.5,1.0,0.0
4.4,4.42,85,80.9,218.0,7.5,19.4,28.7,281.0,1741.5,1.0,0.0
4.4,4.42,85,80.9,218.0,7.4,19.1,28.8,280.5,1746.5,1.0,0.0
4.4,4.42,85,80.9,218.0,7.4,19.1,28.8,280.5,1746.5,1.0,0.0
4.76,4.49,80,79.9,218.0,7.4,19.5,28.9,239.5,1567.0,1.0,0.0
4.76,4.49,80,79.9,218.0,7.4,19.5,28.9,239.5,1567.0,1.0,0.0
4.61,4.56,80,79.9,218.0,7.4,19.8,28.3,216.0,1551.0,1.0,0.0
4.62,4.53,80,79.9,218.0,7.4,19.1,28.5,193.0,1462.5,0.0,1.0
4.62,4.53,80,79.9,218.0,7.4,19.1,28.5,193.0,1462.5,0.0,1.0
4.57,4.41,80,79.9,218.0,7.4,18.4,29.1,197.5,1464.5,1.0,0.0
4.57,4.41,80,79.9,218.0,7.4,18.4,29.1,197.5,1464.5,1.0,0.0
4.37,4.425,78,77.3,218.0,7.4,18.0,29.2,216.5,1590.0,1.0,0.0
4.37,4.425,78,77.3,218.0,7.4,18.0,29.2,216.5,1590.0,1.0,0.0
4.37,4.425,78,77.3,218.0,7.4,18.0,29.2,216.5,1590.0,1.0,0.0
4.6,4.16,78,77.3,218.0,7.4,19.1,28.2,274.0,1595.0,1.0,0.0
4.6,4.16,78,77.3,218.0,7.4,19.1,28.2,274.0,1595.0,1.0,0.0
4.6,4.16,78,77.3,218.0,7.4,19.1,28.2,274.0,1595.0,1.0,0.0
4.6,4.16,78,77.3,218.0,7.4,19.1,28.2,274.0,1595.0,1.0,0.0
4.6,4.16,78,77.3,218.0,7.4,19.1,28.2,274.0,1595.0,1.0,0.0
4.65,4.515,78,77.3,218.0,7.4,25.1,22.8,241.0,1549.5,1.0,0.0
4.65,4.515,78,77.3,218.0,7.4,25.1,22.8,241.0,1549.5,1.0,0.0
4.65,4.515,78,77.3,218.0,7.4,25.1,22.8,241.0,1549.5,1.0,0.0
4.65,4.515,78,77.3,218.0,7.4,25.1,22.8,241.0,1549.5,1.0,0.0
4.65,4.515,78,77.3,218.0,7.4,25.1,22.8,241.0,1549.5,1.0,0.0
4.64,4.51,80,75.6,216.0,8.4,24.8,28.4,177.5,1748.5,0.0,1.0
4.68,4.385,75,70.8,216.0,7.7,24.6,29.3,162.5,1729.5,0.0,1.0
4.63,4.545,75,70.8,216.0,7.7,25.8,27.4,162.5,1712.0,0.0,1.0
4.49,0.0,75,70.9,216.0,7.7,26.2,27.3,184.0,1715.5,0.0,1.0
4.49,0.0,75,70.9,216.0,7.7,26.2,27.3,184.0,1715.5,0.0,1.0
4.58,0.0,75,70.9,216.0,7.7,27.3,26.3,176.0,1711.5,0.0,1.0
4.96,0.0,75,75.2,216.0,7.7,26.2,27.9,246.0,1742.0,0.0,1.0
4.64,3.905,75,75.1,216.0,7.7,24.1,29.5,295.5,1417.0,0.0,1.0
4.64,3.905,75,75.1,216.0,7.7,24.1,29.5,295.5,1417.0,0.0,1.0
4.64,4.14,75,75.2,216.0,7.7,25.5,28.7,223.0,1334.5,0.0,1.0
4.64,4.14,75,75.2,216.0,7.7,25.5,28.7,223.0,1334.5,0.0,1.0
4.73,4.635,80,77.7,211.4,7.2,24.9,28.5,140.5,1730.0,0.0,1.0
4.53,4.675,80,77.7,211.4,7.2,23.4,30.4,155.0,1741.5,0.0,1.0
4.56,4.3,80,77.7,211.4,7.2,23.4,29.5,132.0,1723.0,0.0,1.0
4.46,4.48,80,77.7,211.4,7.2,23.5,29.6,133.5,1710.5,0.0,1.0
4.61,4.14,80,79.0,211.4,7.2,23.5,28.9,142.0,1712.0,0.0,1.0
4.62,4.145,80,79.1,211.4,7.2,24.3,28.5,225.0,1756.5,0.0,1.0
4.58,4.19,80,79.0,211.4,7.2,25.6,27.2,182.0,1727.5,0.0,1.0
4.93,4.915,80,79.0,211.4,7.2,26.9,25.9,132.0,1704.5,0.0,1.0
4.93,4.915,80,79.0,211.4,7.2,26.9,25.9,132.0,1704.5,0.0,1.0
4.47,0.0,80,79.1,211.4,7.2,26.3,25.1,164.0,1712.0,0.0,1.0
4.35,0.0,80,79.0,211.4,7.2,25.3,25.5,160.0,1707.5,0.0,1.0
4.44,0.0,80,79.0,211.4,7.2,24.7,25.8,158.0,1711.5,0.0,1.0
4.33,0.0,80,79.1,211.4,7.2,25.1,25.5,142.0,1682.5,0.0,1.0
4.62,0.0,80,79.1,211.4,7.2,26.7,24.2,162.0,1691.5,0.0,1.0
4.43,4.805,80,79.1,211.4,7.2,26.8,24.2,182.0,1697.5,0.0,1.0
4.43,4.805,80,79.1,211.4,7.2,26.8,24.2,182.0,1697.5,0.0,1.0
4.36,0.0,80,79.1,211.4,7.2,26.4,24.6,356.0,1769.5,0.0,1.0
4.31,0.0,80,79.1,211.4,7.2,23.4,26.4,341.5,1741.5,0.0,1.0
4.24,4.07,80,79.1,211.4,7.2,24.6,24.8,329.0,1686.5,0.0,1.0
4.24,4.07,80,79.1,211.4,7.2,24.6,24.8,329.0,1686.5,0.0,1.0
4.88,4.865,80,80.5,217.1,7.7,24.7,25.2,132.5,1532.5,0.0,1.0
4.68,5.21,80,78.5,217.1,7.7,25.0,26.7,94.5,1579.5,0.0,1.0
4.92,5.125,80,78.5,217.1,7.7,24.5,26.7,96.0,1582.5,0.0,1.0
4.76,4.795,75,80.8,217.1,7.9,22.6,29.1,173.5,1610.5,0.0,1.0
4.83,4.82,75,80.8,217.1,7.9,21.8,29.0,158.5,1598.5,0.0,1.0
4.83,4.82,75,80.8,217.1,7.9,21.8,29.0,158.5,1598.5,0.0,1.0
4.55,4.495,75,80.8,217.1,7.9,21.5,29.7,242.5,1626.5,0.0,1.0
4.55,4.495,75,80.8,217.1,7.9,21.5,29.7,242.5,1626.5,0.0,1.0
4.55,4.495,75,80.8,217.1,7.9,21.7,29.9,248.5,1636.5,0.0,1.0
4.55,4.495,75,80.8,217.1,7.9,21.7,29.9,248.5,1636.5,0.0,1.0
4.46,4.58,75,80.8,217.1,7.9,21.0,29.9,261.0,1635.0,0.0,1.0
4.46,4.58,75,80.8,217.1,7.9,21.0,29.9,261.0,1635.0,0.0,1.0
4.39,4.38,75,81.1,217.1,7.9,21.9,30.0,320.0,1621.5,0.0,1.0
4.58,4.025,75,81.1,217.1,7.9,23.0,28.7,235.5,1528.0,0.0,1.0
4.66,4.42,75,75.8,211.4,7.2,21.6,30.3,145.0,1518.5,0.0,1.0
4.67,4.71,75,75.8,211.4,7.2,22.5,30.5,228.5,1555.0,0.0,1.0
4.53,4.2,75,75.8,211.4,7.2,22.6,29.2,222.0,1538.5,0.0,1.0
4.38,4.12,75,75.8,211.4,7.2,22.9,28.4,233.0,1535.0,0.0,1.0
4.47,4.285,80,78.3,211.4,7.2,24.6,27.3,221.0,1521.5,0.0,1.0
4.52,0.0,80,78.3,211.4,7.2,25.1,26.7,234.5,1517.5,0.0,1.0
4.7,0.0,80,78.3,211.4,7.2,24.5,27.1,223.0,1518.5,0.0,1.0
4.55,5.635,80,78.3,211.4,7.2,23.5,27.4,244.5,1524.0,0.0,1.0
4.55,5.635,80,78.3,211.4,7.2,23.5,27.4,244.5,1524.0,0.0,1.0
4.79,0.0,80,78.3,211.4,7.2,23.6,27.4,296.5,1527.5,0.0,1.0
4.79,0.0,80,78.3,211.4,7.2,23.6,27.4,296.5,1527.5,0.0,1.0
4.44,0.0,80,78.3,211.4,7.2,23.2,26.9,291.5,1514.5,0.0,1.0
4.45,0.0,80,78.3,211.4,7.2,22.9,26.5,280.5,1506.5,0.0,1.0
4.16,4.545,80,80.6,211.4,8.7,18.5,30.3,196.0,1708.0,1.0,0.0
4.23,4.185,85,80.6,211.4,8.7,18.3,30.1,212.0,1729.5,1.0,0.0
4.24,4.255,85,80.6,211.4,8.7,18.0,30.0,201.5,1726.0,1.0,0.0
4.38,4.38,80,80.6,211.4,8.7,18.9,29.1,199.0,1709.5,1.0,0.0
4.64,4.31,85,80.6,211.4,8.7,19.5,26.9,108.0,1423.0,1.0,0.0
4.72,9.15,80,80.3,211.4,8.7,20.9,27.6,136.0,1434.5,1.0,0.0
4.72,9.15,80,80.3,211.4,8.7,20.9,27.6,136.0,1434.5,1.0,0.0
4.78,4.495,80,80.3,211.4,8.7,20.8,28.4,131.0,1432.5,1.0,0.0
4.78,4.495,80,80.3,211.4,8.7,20.8,28.4,131.0,1432.5,1.0,0.0
4.78,4.495,80,80.3,211.4,8.7,20.6,28.7,112.5,1437.0,1.0,0.0
4.78,4.495,80,80.3,211.4,8.7,20.6,28.7,112.5,1437.0,1.0,0.0
4.58,0.0,80,73.1,211.4,8.7,19.5,28.6,100.5,1347.0,1.0,0.0
4.58,0.0,80,73.1,211.4,8.7,19.5,28.6,100.5,1347.0,1.0,0.0
4.47,4.38,85,80.6,211.4,8.7,19.0,29.2,179.5,1533.0,1.0,0.0
4.84,4.255,85,80.6,211.4,8.7,18.1,30.3,130.0,1323.0,1.0,0.0
4.84,4.255,85,80.6,211.4,8.7,18.1,30.3,130.0,1323.0,1.0,0.0
4.09,4.48,85,80.6,211.4,8.7,18.2,30.5,157.5,1423.0,1.0,0.0
4.09,4.48,85,80.6,211.4,8.7,18.2,30.5,157.5,1423.0,1.0,0.0
4.43,4.525,85,80.6,211.4,8.7,19.1,29.5,157.5,1424.5,1.0,0.0
4.43,4.525,85,80.6,211.4,8.7,19.1,29.5,157.5,1424.5,1.0,0.0
4.68,4.37,85,80.6,211.4,8.7,19.8,28.2,118.5,1408.5,1.0,0.0
4.68,4.37,85,80.6,211.4,8.7,19.8,28.2,118.5,1408.5,1.0,0.0
4.35,4.545,85,80.6,211.4,8.7,18.9,29.0,124.0,1400.0,1.0,0.0
4.73,0.0,80,80.6,211.4,8.7,18.1,29.3,135.5,1208.0,1.0,0.0
3.94,4.32,80,80.6,211.4,8.7,18.2,28.9,217.5,1688.0,1.0,0.0
4.62,4.43,85,80.6,211.4,8.7,19.2,29.3,191.0,1654.0,1.0,0.0
4.31,4.17,85,80.6,211.4,8.7,17.9,30.3,187.5,1650.0,1.0,0.0
4.41,4.265,85,80.6,211.4,8.7,18.3,28.8,224.0,1668.5,1.0,0.0
4.62,4.255,85,80.6,211.4,8.7,18.3,29.4,267.0,1676.0,1.0,0.0
4.48,4.325,85,80.6,211.4,8.7,18.2,30.3,270.5,1674.5,1.0,0.0
4.48,4.325,85,80.6,211.4,8.7,18.2,30.3,270.5,1674.5,1.0,0.0
4.83,4.5,80,83.9,211.4,10.4,19.4,29.5,211.5,1487.5,1.0,0.0
4.69,4.59,80,83.9,211.4,10.4,19.6,29.0,258.5,1505.0,1.0,0.0
4.69,4.59,80,83.9,211.4,10.4,19.6,29.0,258.5,1505.0,1.0,0.0
4.74,4.405,70,77.1,211.4,10.4,20.9,28.0,249.0,1485.5,1.0,0.0
4.74,4.405,70,77.1,211.4,10.4,20.9,28.0,249.0,1485.5,1.0,0.0
4.7,4.16,70,74.2,211.4,10.4,23.7,22.6,269.0,1455.0,1.0,0.0
4.7,4.16,70,74.2,211.4,10.4,23.7,22.6,269.0,1455.0,1.0,0.0
4.7,4.16,70,74.2,211.4,10.4,23.7,22.6,269.0,1455.0,1.0,0.0
4.65,4.965,80,81.3,219.0,9.2,24.6,28.6,348.5,1627.5,0.0,1.0
4.38,4.67,80,81.3,219.0,9.2,23.2,29.1,329.0,1607.5,0.0,1.0
4.24,4.585,80,81.3,219.0,9.2,22.9,28.5,388.5,1802.5,0.0,1.0
4.19,4.64,80,81.3,219.0,9.2,23.4,28.4,354.0,1765.0,0.0,1.0
4.67,4.595,80,81.3,219.0,9.2,23.5,28.1,229.5,1425.5,0.0,1.0
4.64,4.685,80,81.3,219.0,9.2,23.7,28.3,202.5,1397.0,0.0,1.0
4.12,4.215,80,80.5,219.0,9.2,24.4,26.9,134.0,1544.5,0.0,1.0
4.12,4.215,80,80.5,219.0,9.2,24.4,26.9,134.0,1544.5,0.0,1.0
3.92,4.12,80,77.2,219.0,8.5,24.2,28.6,420.5,1870.0,0.0,1.0
3.92,4.12,80,77.2,219.0,8.5,24.2,28.6,420.5,1870.0,0.0,1.0
3.92,4.12,80,77.2,219.0,8.5,24.2,28.6,420.5,1870.0,0.0,1.0
4.43,4.275,80,75.7,217.0,6.6,23.6,28.1,189.0,1474.5,0.0,1.0
4.18,4.31,80,75.8,217.0,6.6,23.5,28.5,179.5,1853.0,0.0,1.0
4.62,4.415,80,75.7,217.0,6.6,24.0,27.4,168.0,1842.5,0.0,1.0
4.62,4.415,80,75.7,217.0,6.6,24.0,27.4,168.0,1842.5,0.0,1.0
4.69,4.62,80,75.7,217.0,6.6,24.8,27.5,161.0,1833.0,0.0,1.0
4.69,4.62,80,75.7,217.0,6.6,24.8,27.5,161.0,1833.0,0.0,1.0
4.47,4.37,80,75.7,217.0,6.6,24.8,26.4,153.5,1820.0,0.0,1.0
4.47,4.37,80,75.7,217.0,6.6,24.8,26.4,153.5,1820.0,0.0,1.0
4.77,4.755,80,75.7,217.0,6.6,27.8,26.2,203.5,1844.5,0.0,1.0
4.77,4.755,80,75.7,217.0,6.6,27.8,26.2,203.5,1844.5,0.0,1.0
4.94,4.825,80,78.1,217.0,6.6,26.7,27.0,224.0,1804.0,0.0,1.0
4.94,4.825,80,78.1,217.0,6.6,26.7,27.0,224.0,1804.0,0.0,1.0
4.78,0.0,80,80.2,217.0,6.6,25.7,26.8,212.5,1816.5,0.0,1.0
4.96,0.0,82,86.5,217.0,7.9,25.1,27.5,167.0,1741.0,0.0,1.0
4.89,0.0,82,86.5,217.0,7.9,23.7,28.6,295.0,1780.5,0.0,1.0
4.89,0.0,82,86.5,217.0,7.9,23.7,28.6,295.0,1780.5,0.0,1.0
4.54,4.355,80,82.5,217.0,7.8,21.6,30.0,222.5,1701.5,0.0,1.0
4.54,4.355,80,82.5,217.0,7.8,21.6,30.0,222.5,1701.5,0.0,1.0
4.3,4.385,80,82.5,217.0,7.8,22.7,30.6,366.5,1870.5,0.0,1.0
4.3,4.385,80,82.5,217.0,7.8,22.7,30.6,366.5,1870.5,0.0,1.0
4.38,4.48,80,82.5,217.0,7.8,22.8,29.6,591.0,1921.0,0.0,1.0
4.26,4.305,80,80.3,210.8,6.4,21.0,31.5,95.5,1829.5,0.0,1.0
4.39,4.385,80,80.3,210.8,6.4,20.6,32.1,98.0,1837.0,0.0,1.0
4.95,4.58,80,80.3,210.8,6.4,21.2,31.2,79.0,1814.0,0.0,1.0
4.42,4.645,80,80.3,210.8,6.4,21.0,32.0,108.0,1812.0,0.0,1.0
4.24,4.52,80,80.3,210.8,6.4,20.8,31.9,97.5,1807.5,0.0,1.0
4.19,4.44,80,80.3,210.8,6.5,20.3,32.2,90.0,1798.0,0.0,1.0
4.39,4.345,80,80.3,210.8,6.4,20.4,32.1,93.5,1802.0,0.0,1.0
4.39,4.245,80,80.3,210.8,6.4,21.4,30.5,108.0,1793.5,0.0,1.0
4.46,4.545,80,80.3,210.8,6.4,22.2,30.0,176.0,1814.5,0.0,1.0
4.76,4.835,80,84.2,210.8,7.5,21.8,30.8,206.5,1820.5,0.0,1.0
4.38,5.03,80,84.2,210.8,7.5,22.3,29.3,217.0,1806.0,0.0,1.0
4.72,4.945,80,86.5,210.8,8.3,21.9,29.4,196.5,1624.5,0.0,1.0
4.72,4.945,80,86.5,210.8,8.3,21.9,29.4,196.5,1624.5,0.0,1.0
4.42,4.52,80,86.2,210.8,8.4,21.4,29.5,287.5,1648.5,0.0,1.0
4.62,4.435,80,86.5,210.5,10.9,20.2,31.3,56.0,1400.0,0.0,1.0
4.62,4.435,80,86.5,210.5,10.9,20.2,31.3,56.0,1400.0,0.0,1.0
4.92,4.59,80,87.3,210.5,11.4,20.8,30.0,164.5,1354.0,0.0,1.0
4.55,4.915,80,87.3,210.5,11.4,20.7,30.2,139.5,1291.5,0.0,1.0
4.64,5.2,80,87.3,210.5,11.4,21.2,30.4,125.5,1269.0,0.0,1.0
4.64,5.2,80,87.3,210.5,11.4,21.2,30.4,125.5,1269.0,0.0,1.0
4.42,4.67,80,87.3,210.5,11.4,20.0,30.3,280.0,1193.5,0.0,1.0
4.44,4.535,80,87.3,210.5,11.4,19.8,29.6,256.0,1160.5,0.0,1.0
4.3,4.275,80,87.3,210.5,11.4,19.0,28.8,217.5,1123.5,0.0,1.0
4.12,4.075,80,84.2,210.5,10.5,21.1,26.7,176.5,1119.0,0.0,1.0
4.48,4.285,75,69.7,211.8,7.7,21.4,29.3,139.5,1505.5,0.0,1.0
4.61,4.35,70,69.7,211.8,7.7,21.4,29.1,126.5,1501.0,1.0,0.0
4.61,4.35,70,69.7,211.8,7.7,21.4,29.1,126.5,1501.0,1.0,0.0
4.61,4.35,70,69.7,211.8,7.7,21.4,29.1,126.5,1501.0,1.0,0.0
4.41,4.265,70,69.7,211.8,7.7,21.4,28.7,164.5,1651.5,1.0,0.0
4.41,4.265,70,69.7,211.8,7.7,21.4,28.7,164.5,1651.5,1.0,0.0
4.41,4.265,70,69.7,211.8,7.7,21.4,28.7,164.5,1651.5,1.0,0.0
4.46,4.015,70,69.7,211.8,7.7,21.3,28.8,179.0,1712.5,1.0,0.0
4.46,4.015,70,69.7,211.8,7.7,21.3,28.8,179.0,1712.5,1.0,0.0
4.46,4.015,70,69.7,211.8,7.7,21.3,28.8,179.0,1712.5,1.0,0.0
4.7,4.64,85,81.8,211.8,8.6,21.9,28.3,306.5,1775.0,0.0,1.0
4.7,4.64,85,81.8,211.8,8.6,21.9,28.3,306.5,1775.0,0.0,1.0
4.72,4.45,85,78.3,211.8,7.9,22.4,27.3,273.0,1747.0,1.0,0.0
4.65,4.79,50,60.3,213.0,9.9,21.4,30.2,244.0,1184.5,1.0,0.0
4.65,4.79,50,60.3,213.0,9.9,21.4,30.2,244.0,1184.5,1.0,0.0
4.81,4.755,60,67.6,213.0,10.4,21.5,28.9,168.0,1141.5,1.0,0.0
4.81,4.755,60,67.6,213.0,10.4,21.5,28.9,168.0,1141.5,1.0,0.0
4.88,4.775,50,60.8,213.0,9.7,22.6,29.2,200.0,1129.5,1.0,0.0
4.88,4.775,50,60.8,213.0,9.7,22.6,29.2,200.0,1129.5,1.0,0.0
4.6,4.24,45,60.8,213.0,9.8,19.8,29.5,160.0,1034.5,1.0,0.0
4.6,4.24,45,60.8,213.0,9.8,19.8,29.5,160.0,1034.5,1.0,0.0
3.7,3.825,45,48.7,213.0,7.5,21.3,28.1,207.0,1238.0,1.0,0.0
3.7,3.825,45,48.7,213.0,7.5,21.3,28.1,207.0,1238.0,1.0,0.0
3.36,3.515,45,43.8,213.0,5.9,20.2,28.8,189.5,1535.0,1.0,0.0
3.36,3.515,45,43.8,213.0,5.9,20.2,28.8,189.5,1535.0,1.0,0.0
3.9,4.13,70,70.9,212.6,5.8,19.8,30.0,245.0,1859.5,1.0,0.0
4.24,4.575,80,77.3,212.6,6.8,19.6,30.7,215.0,1852.0,1.0,0.0
4.72,4.79,80,77.3,212.6,7.8,20.5,31.5,189.5,1697.5,1.0,0.0
4.43,4.575,80,78.2,212.6,8.8,20.0,30.8,197.0,1702.5,1.0,0.0
4.43,4.575,80,78.2,212.6,8.8,20.0,30.8,197.0,1702.5,1.0,0.0
4.43,4.575,80,78.2,212.6,8.8,20.0,30.8,197.0,1702.5,1.0,0.0
4.43,4.575,80,78.2,212.6,8.8,20.0,30.8,197.0,1702.5,1.0,0.0
4.61,4.645,80,78.2,212.6,8.8,20.9,29.9,180.0,1694.0,1.0,0.0
4.7,4.75,70,78.2,212.6,8.8,20.6,30.0,209.0,1701.5,1.0,0.0
4.79,4.73,80,78.2,212.6,8.8,20.2,30.3,169.0,1686.5,1.0,0.0
4.79,4.73,80,78.2,212.6,8.8,20.2,30.3,169.0,1686.5,1.0,0.0
4.86,4.52,80,78.2,212.6,8.8,19.8,31.0,166.0,1535.5,0.0,1.0
4.86,4.52,80,78.2,212.6,8.8,19.8,31.0,166.0,1535.5,0.0,1.0
4.5,4.55,80,76.2,212.6,7.8,19.7,30.5,276.5,1571.5,1.0,0.0
4.5,4.55,80,76.2,212.6,7.8,19.7,30.5,276.5,1571.5,1.0,0.0
4.92,4.605,80,78.0,212.6,8.1,21.5,31.5,260.0,1423.0,1.0,0.0
4.92,4.605,80,78.0,212.6,8.1,21.5,31.5,260.0,1423.0,1.0,0.0
4.98,4.965,80,78.0,212.6,8.1,21.5,30.2,222.5,1304.5,1.0,0.0
4.98,4.965,80,78.0,212.6,8.1,21.5,30.2,222.5,1304.5,1.0,0.0
3.94,9.235,70,78.0,212.6,8.2,20.0,31.1,452.5,1739.5,1.0,0.0
3.94,9.235,70,78.0,212.6,8.2,20.0,31.1,452.5,1739.5,1.0,0.0
3.94,9.235,70,78.0,212.6,8.2,20.0,31.1,452.5,1739.5,1.0,0.0
4.59,4.465,70,78.0,212.6,8.2,20.4,30.1,394.0,1692.0,1.0,0.0
4.59,4.465,70,78.0,212.6,8.2,20.4,30.1,394.0,1692.0,1.0,0.0
4.61,4.945,80,86.7,208.0,9.6,21.1,31.6,40.5,1186.0,0.0,1.0
4.24,4.48,80,86.7,208.0,9.6,19.1,31.2,182.0,1238.0,0.0,1.0
4.38,4.315,80,86.7,208.0,9.6,18.8,31.5,159.5,1208.0,0.0,1.0
4.38,4.315,80,86.7,208.0,9.6,18.7,31.2,163.5,1211.5,0.0,1.0
4.32,4.505,80,86.7,208.0,9.6,19.4,31.8,144.0,1188.0,0.0,1.0
4.24,4.41,80,86.7,208.0,9.6,19.3,31.0,323.5,1339.0,0.0,1.0
4.3,4.615,80,86.7,208.0,9.6,19.8,31.1,300.5,1308.0,0.0,1.0
4.41,5.0,80,84.2,218.1,8.8,19.0,31.6,104.5,1229.5,0.0,1.0
4.41,5.0,80,84.2,218.1,8.8,19.0,31.6,104.5,1229.5,0.0,1.0
4.41,5.0,80,86.7,208.0,9.6,20.0,31.4,195.5,1163.5,0.0,1.0
4.41,5.0,80,86.7,208.0,9.6,20.0,31.4,195.5,1163.5,0.0,1.0
4.32,4.31,80,84.2,218.1,8.8,18.8,30.8,97.0,1222.0,0.0,1.0
4.26,4.3,80,84.2,218.1,8.8,18.6,31.4,77.0,1220.0,0.0,1.0
4.26,4.3,80,84.2,218.1,8.8,18.6,31.4,77.0,1220.0,0.0,1.0
4.72,4.295,80,85.1,218.1,9.4,18.7,30.8,86.0,1154.0,0.0,1.0
4.52,4.85,80,86.5,218.1,9.4,19.5,30.2,124.0,1041.5,0.0,1.0
4.16,4.865,80,86.5,218.1,9.4,19.6,31.0,141.0,1159.5,0.0,1.0
4.4,4.49,80,86.5,218.1,9.4,19.3,31.0,120.5,1128.5,0.0,1.0
4.4,4.49,80,86.5,218.1,9.4,19.3,31.0,120.5,1128.5,0.0,1.0
4.4,4.365,80,86.5,218.1,9.4,19.0,30.3,116.0,1106.5,0.0,1.0
4.4,4.365,80,86.5,218.1,9.4,19.0,30.3,116.0,1106.5,0.0,1.0
4.4,4.365,80,86.5,218.1,9.4,19.0,30.3,116.0,1106.5,0.0,1.0
4.12,4.255,80,84.5,241.0,8.4,21.1,29.0,208.5,1312.5,0.0,1.0
4.52,4.07,85,84.5,214.8,10.0,19.6,30.4,76.5,988.5,0.0,1.0
4.52,4.07,85,84.5,214.8,10.0,19.6,30.0,75.5,990.0,0.0,1.0
4.2,4.235,85,84.5,214.8,10.0,19.8,29.8,75.5,984.5,0.0,1.0
4.31,4.235,80,84.5,214.8,10.0,19.6,30.8,70.0,985.5,0.0,1.0
4.23,4.345,80,84.5,214.8,10.0,19.7,30.6,82.0,1039.5,0.0,1.0
4.23,4.345,80,80.5,217.1,7.7,24.6,25.8,103.0,1578.5,0.0,1.0
4.58,4.235,80,84.5,214.8,10.0,20.6,29.1,57.0,1018.5,0.0,1.0
4.83,4.145,80,84.7,214.8,11.8,19.9,29.8,110.0,975.5,0.0,1.0
4.42,4.75,80,84.6,214.8,11.8,19.9,30.6,108.5,971.0,0.0,1.0
4.66,0.0,80,84.7,214.8,11.8,19.4,31.5,107.5,965.0,0.0,1.0
3.74,4.53,80,84.7,214.8,9.2,19.5,31.0,227.0,1340.5,0.0,1.0
3.74,4.53,80,84.7,214.8,9.2,19.5,31.0,227.0,1340.5,0.0,1.0
4.08,4.025,80,82.9,214.8,8.3,19.9,29.2,261.0,1560.0,0.0,1.0
3.3,3.245,80,77.5,214.8,7.7,19.8,28.3,289.0,1770.5,0.0,1.0
3.3,3.245,80,77.5,214.8,7.7,19.8,28.3,289.0,1770.5,0.0,1.0
4.86,4.85,65,68.7,209.0,8.6,21.8,30.8,123.5,1615.5,0.0,1.0
4.37,3.675,40,43.1,209.0,9.3,21.4,29.6,91.0,1351.5,1.0,0.0
4.37,3.675,40,43.1,209.0,9.3,21.4,29.6,91.0,1351.5,1.0,0.0
4.37,3.675,40,43.1,209.0,9.3,20.9,30.1,100.5,1371.0,1.0,0.0
4.37,3.675,40,43.1,209.0,9.3,20.9,30.1,100.5,1371.0,1.0,0.0
4.54,4.365,55,60.0,209.0,9.0,24.2,25.3,138.5,1374.0,1.0,0.0
4.54,4.365,55,60.0,209.0,9.0,24.2,25.3,138.5,1374.0,1.0,0.0
4.54,4.365,55,60.0,209.0,9.0,24.2,25.3,138.5,1374.0,1.0,0.0
4.96,9.18,70,74.4,209.0,12.9,21.7,29.2,249.5,1468.5,1.0,0.0
4.96,9.18,70,74.4,209.0,12.9,21.7,29.2,249.5,1468.5,1.0,0.0
4.89,4.455,85,76.5,209.0,12.9,20.8,28.9,152.5,1326.5,0.0,1.0
4.89,4.455,85,76.5,209.0,12.9,20.8,28.9,152.5,1326.5,0.0,1.0
4.95,4.535,85,76.5,209.0,14.8,20.1,29.2,72.5,1188.0,1.0,0.0
4.95,4.535,85,76.5,209.0,14.8,20.1,29.2,72.5,1188.0,1.0,0.0
4.53,4.53,80,76.5,209.0,14.8,19.0,29.8,258.5,1246.5,1.0,0.0
4.54,4.32,70,72.8,209.0,12.8,18.3,30.0,280.5,1235.0,1.0,0.0
